count_id,event_id,location,species,species_common,total_count,ad_female_count,ad_male_count,ad_unk_count,juv_female_count,juv_male_count,juv_unk_count,pup_count,unk_female_count,unk_male_count,unk_unk_count
131-1-231413,131,Core census locations,Mirounga leonina,Southern elephant seal,60,10,5,0,7,8,30,0,0,0,0
131-1-231417,131,Core census locations,Hydrurga leptonyx,Leopard seal,3,3,0,0,0,0,0,0,0,0,0
131-1-195932,131,Core census locations,Leptonychotes weddellii,Weddell seal,5,1,2,1,0,0,1,0,0,0,0
131-2-344008,131,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
131-2-231413,131,Punta San Telmo,Mirounga leonina,Southern elephant seal,39,0,0,0,7,7,25,0,0,0,0
131-2-231417,131,Punta San Telmo,Hydrurga leptonyx,Leopard seal,2,2,0,0,0,0,0,0,0,0,0
131-2-195932,131,Punta San Telmo,Leptonychotes weddellii,Weddell seal,2,1,1,0,0,0,0,0,0,0,0
132-1-344008,132,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
132-1-231413,132,Core census locations,Mirounga leonina,Southern elephant seal,24,1,0,0,4,3,16,0,0,0,0
132-1-231417,132,Core census locations,Hydrurga leptonyx,Leopard seal,4,3,0,1,0,0,0,0,0,0,0
132-1-195932,132,Core census locations,Leptonychotes weddellii,Weddell seal,4,0,2,0,2,0,0,0,0,0,0
132-2-344008,132,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
132-2-231413,132,Punta San Telmo,Mirounga leonina,Southern elephant seal,23,3,0,0,10,1,9,0,0,0,0
132-2-231417,132,Punta San Telmo,Hydrurga leptonyx,Leopard seal,1,1,0,0,0,0,0,0,0,0,0
132-2-195932,132,Punta San Telmo,Leptonychotes weddellii,Weddell seal,1,0,0,0,1,0,0,0,0,0,0
133-1-344008,133,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
133-1-231413,133,Core census locations,Mirounga leonina,Southern elephant seal,165,25,0,0,15,41,63,20,0,0,1
133-1-231417,133,Core census locations,Hydrurga leptonyx,Leopard seal,1,0,1,0,0,0,0,0,0,0,0
133-1-195932,133,Core census locations,Leptonychotes weddellii,Weddell seal,21,7,4,0,3,4,3,0,0,0,0
134-1-344008,134,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
134-1-231413,134,Core census locations,Mirounga leonina,Southern elephant seal,65,4,0,0,7,10,38,5,1,0,0
134-1-231417,134,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,0,0,0
134-1-195932,134,Core census locations,Leptonychotes weddellii,Weddell seal,5,2,2,0,0,0,1,0,0,0,0
134-2-344008,134,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
134-2-231413,134,Punta San Telmo,Mirounga leonina,Southern elephant seal,68,3,0,0,6,24,35,0,0,0,0
134-2-231417,134,Punta San Telmo,Hydrurga leptonyx,Leopard seal,1,0,1,0,0,0,0,0,0,0,0
134-2-195932,134,Punta San Telmo,Leptonychotes weddellii,Weddell seal,7,3,0,1,1,0,0,0,0,0,2
135-1-344008,135,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
135-1-231413,135,Core census locations,Mirounga leonina,Southern elephant seal,215,1,1,0,15,22,173,2,1,0,0
135-1-231417,135,Core census locations,Hydrurga leptonyx,Leopard seal,1,1,0,0,0,0,0,0,0,0,0
135-1-195932,135,Core census locations,Leptonychotes weddellii,Weddell seal,7,1,0,0,3,2,0,0,0,0,1
135-2-344008,135,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
135-2-231413,135,Punta San Telmo,Mirounga leonina,Southern elephant seal,21,10,0,0,0,1,10,0,0,0,0
135-2-231417,135,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,0,0,0
135-2-195932,135,Punta San Telmo,Leptonychotes weddellii,Weddell seal,2,0,0,0,0,0,2,0,0,0,0
136-1-344008,136,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
136-1-231413,136,Core census locations,Mirounga leonina,Southern elephant seal,173,4,0,0,26,28,114,1,0,0,0
136-1-231417,136,Core census locations,Hydrurga leptonyx,Leopard seal,5,3,0,2,0,0,0,0,0,0,0
136-1-195932,136,Core census locations,Leptonychotes weddellii,Weddell seal,7,0,1,0,1,2,1,0,0,2,0
136-2-344008,136,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
136-2-231413,136,Punta San Telmo,Mirounga leonina,Southern elephant seal,13,0,0,0,0,2,11,0,0,0,0
136-2-231417,136,Punta San Telmo,Hydrurga leptonyx,Leopard seal,2,1,0,0,1,0,0,0,0,0,0
136-2-195932,136,Punta San Telmo,Leptonychotes weddellii,Weddell seal,5,1,0,0,3,1,0,0,0,0,0
137-1-344008,137,Core census locations,Lobodon carcinophaga,Crabeater seal,3,0,0,0,0,1,2,0,0,0,0
137-1-231413,137,Core census locations,Mirounga leonina,Southern elephant seal,256,106,0,0,28,39,42,0,0,0,41
137-1-231417,137,Core census locations,Hydrurga leptonyx,Leopard seal,1,1,0,0,0,0,0,0,0,0,0
137-1-195932,137,Core census locations,Leptonychotes weddellii,Weddell seal,12,1,3,0,1,4,3,0,0,0,0
137-2-344008,137,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,2,0,0,0,0,2,0,0,0,0,0
137-2-231413,137,Punta San Telmo,Mirounga leonina,Southern elephant seal,55,1,0,0,2,45,7,0,0,0,0
137-2-231417,137,Punta San Telmo,Hydrurga leptonyx,Leopard seal,7,5,1,0,0,0,1,0,0,0,0
137-2-195932,137,Punta San Telmo,Leptonychotes weddellii,Weddell seal,9,6,1,0,1,1,0,0,0,0,0
138-1-344008,138,Core census locations,Lobodon carcinophaga,Crabeater seal,3,0,1,1,0,0,1,0,0,0,0
138-1-231413,138,Core census locations,Mirounga leonina,Southern elephant seal,261,197,0,0,18,40,6,0,0,0,0
138-1-231417,138,Core census locations,Hydrurga leptonyx,Leopard seal,3,3,0,0,0,0,0,0,0,0,0
138-1-195932,138,Core census locations,Leptonychotes weddellii,Weddell seal,11,3,2,0,1,5,0,0,0,0,0
138-2-344008,138,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,1,0,0,0,0,1,0,0,0,0,0
138-2-231413,138,Punta San Telmo,Mirounga leonina,Southern elephant seal,15,0,0,0,13,2,0,0,0,0,0
138-2-231417,138,Punta San Telmo,Hydrurga leptonyx,Leopard seal,3,3,0,0,0,0,0,0,0,0,0
138-2-195932,138,Punta San Telmo,Leptonychotes weddellii,Weddell seal,4,2,0,0,0,1,1,0,0,0,0
139-1-344008,139,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
139-1-231413,139,Core census locations,Mirounga leonina,Southern elephant seal,382,328,0,0,26,8,20,0,0,0,0
139-1-231417,139,Core census locations,Hydrurga leptonyx,Leopard seal,6,6,0,0,0,0,0,0,0,0,0
139-1-195932,139,Core census locations,Leptonychotes weddellii,Weddell seal,6,1,1,0,0,3,1,0,0,0,0
139-2-344008,139,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
139-2-231413,139,Punta San Telmo,Mirounga leonina,Southern elephant seal,15,4,0,0,0,4,7,0,0,0,0
139-2-231417,139,Punta San Telmo,Hydrurga leptonyx,Leopard seal,5,3,1,1,0,0,0,0,0,0,0
139-2-195932,139,Punta San Telmo,Leptonychotes weddellii,Weddell seal,4,4,0,0,0,0,0,0,0,0,0
140-1-344008,140,Core census locations,Lobodon carcinophaga,Crabeater seal,1,1,0,0,0,0,0,0,0,0,0
140-1-231413,140,Core census locations,Mirounga leonina,Southern elephant seal,342,299,0,0,22,6,15,0,0,0,0
140-1-231417,140,Core census locations,Hydrurga leptonyx,Leopard seal,6,5,1,0,0,0,0,0,0,0,0
140-1-195932,140,Core census locations,Leptonychotes weddellii,Weddell seal,7,1,1,1,0,4,0,0,0,0,0
140-2-344008,140,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
140-2-231413,140,Punta San Telmo,Mirounga leonina,Southern elephant seal,12,11,0,0,0,1,0,0,0,0,0
140-2-231417,140,Punta San Telmo,Hydrurga leptonyx,Leopard seal,3,3,0,0,0,0,0,0,0,0,0
140-2-195932,140,Punta San Telmo,Leptonychotes weddellii,Weddell seal,5,1,2,1,1,0,0,0,0,0,0
141-1-344008,141,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
141-1-231413,141,Core census locations,Mirounga leonina,Southern elephant seal,237,58,0,0,162,8,7,0,0,0,2
141-1-231417,141,Core census locations,Hydrurga leptonyx,Leopard seal,3,3,0,0,0,0,0,0,0,0,0
141-1-195932,141,Core census locations,Leptonychotes weddellii,Weddell seal,14,6,2,2,0,2,2,0,0,0,0
141-2-344008,141,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
141-2-231413,141,Punta San Telmo,Mirounga leonina,Southern elephant seal,0,0,0,0,0,0,0,0,0,0,0
141-2-231417,141,Punta San Telmo,Hydrurga leptonyx,Leopard seal,3,3,0,0,0,0,0,0,0,0,0
141-2-195932,141,Punta San Telmo,Leptonychotes weddellii,Weddell seal,3,1,1,0,0,0,1,0,0,0,0
142-1-344008,142,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
142-1-231413,142,Core census locations,Mirounga leonina,Southern elephant seal,205,171,0,0,20,13,1,0,0,0,0
142-1-231417,142,Core census locations,Hydrurga leptonyx,Leopard seal,2,2,0,0,0,0,0,0,0,0,0
142-1-195932,142,Core census locations,Leptonychotes weddellii,Weddell seal,8,1,1,0,4,2,0,0,0,0,0
142-2-344008,142,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
142-2-231413,142,Punta San Telmo,Mirounga leonina,Southern elephant seal,20,0,0,0,1,4,15,0,0,0,0
142-2-231417,142,Punta San Telmo,Hydrurga leptonyx,Leopard seal,3,2,1,0,0,0,0,0,0,0,0
142-2-195932,142,Punta San Telmo,Leptonychotes weddellii,Weddell seal,2,1,1,0,0,0,0,0,0,0,0
143-1-344008,143,Core census locations,Lobodon carcinophaga,Crabeater seal,2,0,2,0,0,0,0,0,0,0,0
143-1-231413,143,Core census locations,Mirounga leonina,Southern elephant seal,133,77,0,0,18,6,32,0,0,0,0
143-1-231417,143,Core census locations,Hydrurga leptonyx,Leopard seal,4,4,0,0,0,0,0,0,0,0,0
143-1-195932,143,Core census locations,Leptonychotes weddellii,Weddell seal,12,1,1,1,2,5,2,0,0,0,0
143-2-344008,143,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
143-2-231413,143,Punta San Telmo,Mirounga leonina,Southern elephant seal,23,3,0,0,6,2,12,0,0,0,0
143-2-231417,143,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,0,0,0
143-2-195932,143,Punta San Telmo,Leptonychotes weddellii,Weddell seal,2,1,1,0,0,0,0,0,0,0,0
144-1-344008,144,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
144-1-231413,144,Core census locations,Mirounga leonina,Southern elephant seal,43,18,0,0,1,9,15,0,0,0,0
144-1-231417,144,Core census locations,Hydrurga leptonyx,Leopard seal,2,1,0,0,0,1,0,0,0,0,0
144-1-195932,144,Core census locations,Leptonychotes weddellii,Weddell seal,5,0,3,0,1,1,0,0,0,0,0
144-2-344008,144,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
144-2-231413,144,Punta San Telmo,Mirounga leonina,Southern elephant seal,12,9,0,0,1,1,1,0,0,0,0
144-2-231417,144,Punta San Telmo,Hydrurga leptonyx,Leopard seal,2,2,0,0,0,0,0,0,0,0,0
144-2-195932,144,Punta San Telmo,Leptonychotes weddellii,Weddell seal,3,3,0,0,0,0,0,0,0,0,0
145-1-344008,145,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
145-1-231413,145,Core census locations,Mirounga leonina,Southern elephant seal,28,0,0,0,4,13,11,0,0,0,0
145-1-231417,145,Core census locations,Hydrurga leptonyx,Leopard seal,1,1,0,0,0,0,0,0,0,0,0
145-1-195932,145,Core census locations,Leptonychotes weddellii,Weddell seal,9,2,0,5,0,2,0,0,0,0,0
145-2-344008,145,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
145-2-231413,145,Punta San Telmo,Mirounga leonina,Southern elephant seal,0,0,0,0,0,0,0,0,0,0,0
145-2-231417,145,Punta San Telmo,Hydrurga leptonyx,Leopard seal,4,2,1,0,0,0,1,0,0,0,0
145-2-195932,145,Punta San Telmo,Leptonychotes weddellii,Weddell seal,4,1,1,0,0,0,2,0,0,0,0
146-1-344008,146,Core census locations,Lobodon carcinophaga,Crabeater seal,1,0,1,0,0,0,0,0,0,0,0
146-1-231413,146,Core census locations,Mirounga leonina,Southern elephant seal,160,4,0,0,14,47,71,20,0,0,4
146-1-231417,146,Core census locations,Hydrurga leptonyx,Leopard seal,1,0,1,0,0,0,0,0,0,0,0
146-1-195932,146,Core census locations,Leptonychotes weddellii,Weddell seal,25,6,4,3,4,6,2,0,0,0,0
146-2-344008,146,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
146-2-231413,146,Punta San Telmo,Mirounga leonina,Southern elephant seal,24,0,0,0,5,9,9,1,0,0,0
146-2-231417,146,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,0,0,0
146-2-195932,146,Punta San Telmo,Leptonychotes weddellii,Weddell seal,3,0,2,0,1,0,0,0,0,0,0
147-1-344008,147,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
147-1-231413,147,Core census locations,Mirounga leonina,Southern elephant seal,181,3,2,0,21,52,84,18,0,0,1
147-1-231417,147,Core census locations,Hydrurga leptonyx,Leopard seal,3,2,0,0,0,1,0,0,0,0,0
147-1-195932,147,Core census locations,Leptonychotes weddellii,Weddell seal,23,5,7,0,4,5,2,0,0,0,0
147-2-344008,147,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
147-2-231413,147,Punta San Telmo,Mirounga leonina,Southern elephant seal,49,1,0,0,7,10,29,2,0,0,0
147-2-231417,147,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,0,0,0
147-2-195932,147,Punta San Telmo,Leptonychotes weddellii,Weddell seal,6,0,1,1,1,0,0,0,0,0,3
148-1-344008,148,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
148-1-231413,148,Core census locations,Mirounga leonina,Southern elephant seal,221,4,1,0,10,39,72,19,0,0,76
148-1-231417,148,Core census locations,Hydrurga leptonyx,Leopard seal,2,2,0,0,0,0,0,0,0,0,0
148-1-195932,148,Core census locations,Leptonychotes weddellii,Weddell seal,18,1,8,0,7,1,1,0,0,0,0
148-2-344008,148,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
148-2-231413,148,Punta San Telmo,Mirounga leonina,Southern elephant seal,59,4,0,0,8,9,22,4,0,0,12
148-2-231417,148,Punta San Telmo,Hydrurga leptonyx,Leopard seal,1,0,0,0,0,1,0,0,0,0,0
148-2-195932,148,Punta San Telmo,Leptonychotes weddellii,Weddell seal,3,3,0,0,0,0,0,0,0,0,0
149-1-344008,149,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
149-1-231413,149,Core census locations,Mirounga leonina,Southern elephant seal,44,20,7,0,0,0,0,17,,,0
149-1-231417,149,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,
149-1-195932,149,Core census locations,Leptonychotes weddellii,Weddell seal,8,4,1,0,0,0,1,2,,,
149-2-344008,149,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
149-2-231413,149,Punta San Telmo,Mirounga leonina,Southern elephant seal,0,0,0,0,0,0,0,0,,,0
149-2-231417,149,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,
149-2-195932,149,Punta San Telmo,Leptonychotes weddellii,Weddell seal,1,0,0,1,0,0,0,0,,,
150-1-344008,150,Core census locations,Lobodon carcinophaga,Crabeater seal,1,0,0,1,0,0,0,0,,,
150-1-231413,150,Core census locations,Mirounga leonina,Southern elephant seal,41,15,7,0,0,0,0,19,,,0
150-1-231417,150,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,
150-1-195932,150,Core census locations,Leptonychotes weddellii,Weddell seal,19,10,2,3,1,0,0,3,,,
150-2-344008,150,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
150-2-231413,150,Punta San Telmo,Mirounga leonina,Southern elephant seal,0,0,0,0,0,0,0,0,,,0
150-2-231417,150,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,
150-2-195932,150,Punta San Telmo,Leptonychotes weddellii,Weddell seal,0,0,0,0,0,0,0,0,,,
151-1-344008,151,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
151-1-231413,151,Core census locations,Mirounga leonina,Southern elephant seal,33,7,7,0,0,1,0,18,,,0
151-1-231417,151,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,
151-1-195932,151,Core census locations,Leptonychotes weddellii,Weddell seal,10,6,2,0,0,1,0,1,,,
151-2-344008,151,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
151-2-231413,151,Punta San Telmo,Mirounga leonina,Southern elephant seal,0,0,0,0,0,0,0,0,,,0
151-2-231417,151,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,
151-2-195932,151,Punta San Telmo,Leptonychotes weddellii,Weddell seal,0,0,0,0,0,0,0,0,,,
152-1-344008,152,Core census locations,Lobodon carcinophaga,Crabeater seal,1,0,0,0,0,0,0,1,,,
152-1-231413,152,Core census locations,Mirounga leonina,Southern elephant seal,52,5,7,0,1,13,9,16,,,1
152-1-231417,152,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,
152-1-195932,152,Core census locations,Leptonychotes weddellii,Weddell seal,23,4,5,1,4,3,3,3,,,
152-2-344008,152,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
152-2-231413,152,Punta San Telmo,Mirounga leonina,Southern elephant seal,3,0,1,0,1,1,0,0,,,0
152-2-231417,152,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,
152-2-195932,152,Punta San Telmo,Leptonychotes weddellii,Weddell seal,13,9,4,0,0,0,0,0,,,
153-1-344008,153,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
153-1-231413,153,Core census locations,Mirounga leonina,Southern elephant seal,103,2,6,0,3,69,11,12,,,0
153-1-231417,153,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,
153-1-195932,153,Core census locations,Leptonychotes weddellii,Weddell seal,17,9,4,0,0,3,0,1,,,
153-2-344008,153,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
153-2-231413,153,Punta San Telmo,Mirounga leonina,Southern elephant seal,16,0,0,0,1,11,4,0,,,0
153-2-231417,153,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,
153-2-195932,153,Punta San Telmo,Leptonychotes weddellii,Weddell seal,8,4,1,0,2,1,0,0,,,
154-1-344008,154,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
154-1-231413,154,Core census locations,Mirounga leonina,Southern elephant seal,155,4,3,0,2,123,9,13,,,1
154-1-231417,154,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,
154-1-195932,154,Core census locations,Leptonychotes weddellii,Weddell seal,21,8,7,0,4,1,0,1,,,
154-2-344008,154,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
154-2-231413,154,Punta San Telmo,Mirounga leonina,Southern elephant seal,30,0,1,0,6,21,2,0,,,0
154-2-231417,154,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,
154-2-195932,154,Punta San Telmo,Leptonychotes weddellii,Weddell seal,13,7,5,0,0,1,0,0,,,
155-1-344008,155,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
155-1-231413,155,Core census locations,Mirounga leonina,Southern elephant seal,186,5,38,0,7,64,56,15,,,1
155-1-231417,155,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,
155-1-195932,155,Core census locations,Leptonychotes weddellii,Weddell seal,11,4,2,0,1,1,1,2,,,
155-2-344008,155,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
155-2-231413,155,Punta San Telmo,Mirounga leonina,Southern elephant seal,29,1,0,0,1,25,2,0,,,0
155-2-231417,155,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,
155-2-195932,155,Punta San Telmo,Leptonychotes weddellii,Weddell seal,10,4,2,0,3,1,0,0,,,
156-1-344008,156,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
156-1-231413,156,Core census locations,Mirounga leonina,Southern elephant seal,135,2,2,0,7,104,7,3,,,10
156-1-231417,156,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,
156-1-195932,156,Core census locations,Leptonychotes weddellii,Weddell seal,13,6,4,1,0,2,0,0,,,0
156-2-344008,156,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
156-2-231413,156,Punta San Telmo,Mirounga leonina,Southern elephant seal,22,3,0,0,0,16,3,0,,,0
156-2-231417,156,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,
156-2-195932,156,Punta San Telmo,Leptonychotes weddellii,Weddell seal,2,0,0,0,1,1,0,0,,,
157-1-344008,157,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
157-1-231413,157,Core census locations,Mirounga leonina,Southern elephant seal,245,2,0,0,25,166,43,9,,,0
157-1-231417,157,Core census locations,Hydrurga leptonyx,Leopard seal,1,1,0,0,0,0,0,0,,,
157-1-195932,157,Core census locations,Leptonychotes weddellii,Weddell seal,16,7,2,2,2,3,0,0,,,
157-2-344008,157,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
157-2-231413,157,Punta San Telmo,Mirounga leonina,Southern elephant seal,31,6,1,0,0,22,2,0,,,0
157-2-231417,157,Punta San Telmo,Hydrurga leptonyx,Leopard seal,2,1,1,0,0,0,0,0,,,
157-2-195932,157,Punta San Telmo,Leptonychotes weddellii,Weddell seal,7,2,5,0,0,0,0,0,,,
158-1-344008,158,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
158-1-231413,158,Core census locations,Mirounga leonina,Southern elephant seal,164,13,5,0,3,139,2,2,,,0
158-1-231417,158,Core census locations,Hydrurga leptonyx,Leopard seal,5,4,1,0,0,0,0,0,,,
158-1-195932,158,Core census locations,Leptonychotes weddellii,Weddell seal,20,8,7,1,2,2,0,0,,,
158-2-344008,158,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
158-2-231413,158,Punta San Telmo,Mirounga leonina,Southern elephant seal,11,0,0,0,0,8,0,1,,,2
158-2-231417,158,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,
158-2-195932,158,Punta San Telmo,Leptonychotes weddellii,Weddell seal,7,3,4,0,0,0,0,0,,,
159-1-344008,159,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
159-1-231413,159,Core census locations,Mirounga leonina,Southern elephant seal,114,19,4,0,30,57,0,0,,,4
159-1-231417,159,Core census locations,Hydrurga leptonyx,Leopard seal,2,2,0,0,0,0,0,0,,,
159-1-195932,159,Core census locations,Leptonychotes weddellii,Weddell seal,1,1,0,0,0,0,0,0,,,
159-2-344008,159,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
159-2-231413,159,Punta San Telmo,Mirounga leonina,Southern elephant seal,6,0,0,0,0,5,0,0,,,1
159-2-231417,159,Punta San Telmo,Hydrurga leptonyx,Leopard seal,1,1,0,0,0,0,0,0,,,
159-2-195932,159,Punta San Telmo,Leptonychotes weddellii,Weddell seal,5,5,0,0,0,0,0,0,,,
160-1-344008,160,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
160-1-231413,160,Core census locations,Mirounga leonina,Southern elephant seal,190,86,4,0,7,87,4,2,,,0
160-1-231417,160,Core census locations,Hydrurga leptonyx,Leopard seal,11,10,0,0,0,1,0,0,,,
160-1-195932,160,Core census locations,Leptonychotes weddellii,Weddell seal,26,6,7,4,2,4,3,0,,,
160-2-344008,160,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,1,0,0,0,0,0,1,0,,,
160-2-231413,160,Punta San Telmo,Mirounga leonina,Southern elephant seal,20,13,0,0,0,7,0,0,,,0
160-2-231417,160,Punta San Telmo,Hydrurga leptonyx,Leopard seal,2,2,0,0,0,0,0,0,,,
160-2-195932,160,Punta San Telmo,Leptonychotes weddellii,Weddell seal,9,3,4,0,0,2,0,0,,,
161-1-344008,161,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
161-1-231413,161,Core census locations,Mirounga leonina,Southern elephant seal,158,63,1,0,14,10,14,0,,,56
161-1-231417,161,Core census locations,Hydrurga leptonyx,Leopard seal,18,18,0,0,0,0,0,0,,,
161-1-195932,161,Core census locations,Leptonychotes weddellii,Weddell seal,18,5,3,0,3,5,2,0,,,
161-2-344008,161,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,2,1,1,0,0,0,0,0,,,
161-2-231413,161,Punta San Telmo,Mirounga leonina,Southern elephant seal,7,3,0,0,0,3,1,0,,,0
161-2-231417,161,Punta San Telmo,Hydrurga leptonyx,Leopard seal,3,2,0,1,0,0,0,0,,,
161-2-195932,161,Punta San Telmo,Leptonychotes weddellii,Weddell seal,10,4,6,0,0,0,0,0,,,
162-1-344008,162,Core census locations,Lobodon carcinophaga,Crabeater seal,2,2,0,0,0,0,0,0,,,
162-1-231413,162,Core census locations,Mirounga leonina,Southern elephant seal,170,31,2,0,5,12,5,0,,,115
162-1-231417,162,Core census locations,Hydrurga leptonyx,Leopard seal,20,20,0,0,0,0,0,0,,,
162-1-195932,162,Core census locations,Leptonychotes weddellii,Weddell seal,18,8,4,0,2,4,0,0,,,
