count_id,event_id,location,species,species_common,total_count,ad_female_count,ad_male_count,ad_unk_count,juv_female_count,juv_male_count,juv_unk_count,pup_count,unk_female_count,unk_male_count,unk_unk_count
96-2-195932,96,Punta San Telmo,Leptonychotes weddellii,Weddell seal,6,4,1,0,1,0,0,0,,,0
97-1-344008,97,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
97-1-231413,97,Core census locations,Mirounga leonina,Southern elephant seal,218,21,0,0,10,13,0,0,,,174
97-1-231417,97,Core census locations,Hydrurga leptonyx,Leopard seal,9,8,0,0,0,1,0,0,,,0
97-1-195932,97,Core census locations,Leptonychotes weddellii,Weddell seal,8,0,1,0,4,1,2,0,,,0
97-2-344008,97,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
97-2-231413,97,Punta San Telmo,Mirounga leonina,Southern elephant seal,28,0,0,0,6,0,6,0,,,16
97-2-231417,97,Punta San Telmo,Hydrurga leptonyx,Leopard seal,4,4,0,0,0,0,0,0,,,0
97-2-195932,97,Punta San Telmo,Leptonychotes weddellii,Weddell seal,6,1,2,0,2,1,0,0,,,0
98-1-344008,98,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
98-1-231413,98,Core census locations,Mirounga leonina,Southern elephant seal,146,39,0,0,9,12,30,0,,,56
98-1-231417,98,Core census locations,Hydrurga leptonyx,Leopard seal,7,5,1,0,0,1,0,0,,,0
98-1-195932,98,Core census locations,Leptonychotes weddellii,Weddell seal,20,4,5,2,4,3,2,0,,,0
98-2-344008,98,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
98-2-231413,98,Punta San Telmo,Mirounga leonina,Southern elephant seal,29,1,0,0,0,1,3,0,,,24
98-2-231417,98,Punta San Telmo,Hydrurga leptonyx,Leopard seal,4,2,0,2,0,0,0,0,,,0
98-2-195932,98,Punta San Telmo,Leptonychotes weddellii,Weddell seal,5,0,2,2,0,1,0,0,,,0
99-1-344008,99,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
99-1-231413,99,Core census locations,Mirounga leonina,Southern elephant seal,94,5,1,0,1,13,5,0,,,69
99-1-231417,99,Core census locations,Hydrurga leptonyx,Leopard seal,5,5,0,0,0,0,0,0,,,0
99-1-195932,99,Core census locations,Leptonychotes weddellii,Weddell seal,16,5,1,0,4,2,2,0,,,2
99-2-344008,99,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
99-2-231413,99,Punta San Telmo,Mirounga leonina,Southern elephant seal,23,2,0,0,3,0,12,0,,,6
99-2-231417,99,Punta San Telmo,Hydrurga leptonyx,Leopard seal,3,3,0,0,0,0,0,0,,,0
99-2-195932,99,Punta San Telmo,Leptonychotes weddellii,Weddell seal,6,1,0,0,4,1,0,0,,,0
100-1-344008,100,Core census locations,Lobodon carcinophaga,Crabeater seal,1,0,0,0,0,0,1,0,,,0
100-1-231413,100,Core census locations,Mirounga leonina,Southern elephant seal,100,7,0,0,5,31,13,0,,,44
100-1-231417,100,Core census locations,Hydrurga leptonyx,Leopard seal,3,3,0,0,0,0,0,0,,,0
100-1-195932,100,Core census locations,Leptonychotes weddellii,Weddell seal,19,4,4,6,2,3,0,0,,,0
100-2-344008,100,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,1,0,1,0,0,0,0,0,,,0
100-2-231413,100,Punta San Telmo,Mirounga leonina,Southern elephant seal,28,0,0,0,6,5,0,0,,,17
100-2-231417,100,Punta San Telmo,Hydrurga leptonyx,Leopard seal,1,1,0,0,0,0,0,0,,,0
100-2-195932,100,Punta San Telmo,Leptonychotes weddellii,Weddell seal,5,2,2,0,0,0,1,0,,,0
101-1-344008,101,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
101-1-231413,101,Core census locations,Mirounga leonina,Southern elephant seal,55,0,0,0,1,33,0,0,,,21
101-1-231417,101,Core census locations,Hydrurga leptonyx,Leopard seal,3,3,0,0,0,0,0,0,,,0
101-1-195932,101,Core census locations,Leptonychotes weddellii,Weddell seal,20,2,1,2,4,4,7,0,,,0
101-2-344008,101,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
101-2-231413,101,Punta San Telmo,Mirounga leonina,Southern elephant seal,17,1,0,0,2,2,11,0,,,1
101-2-231417,101,Punta San Telmo,Hydrurga leptonyx,Leopard seal,2,2,0,0,0,0,0,0,,,0
101-2-195932,101,Punta San Telmo,Leptonychotes weddellii,Weddell seal,2,0,1,0,1,0,0,0,,,0
102-1-344008,102,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
102-1-231413,102,Core census locations,Mirounga leonina,Southern elephant seal,36,13,3,0,0,3,1,16,0,0,0
102-1-231417,102,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,0,0,0
102-1-195932,102,Core census locations,Leptonychotes weddellii,Weddell seal,13,3,4,1,1,1,3,0,0,0,0
102-2-344008,102,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
102-2-231413,102,Punta San Telmo,Mirounga leonina,Southern elephant seal,1,0,0,0,0,0,1,0,0,0,0
102-2-231417,102,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,0,0,0
102-2-195932,102,Punta San Telmo,Leptonychotes weddellii,Weddell seal,7,1,0,0,3,2,0,1,0,0,0
103-1-344008,103,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
103-1-231413,103,Core census locations,Mirounga leonina,Southern elephant seal,34,8,5,0,0,3,0,18,0,0,0
103-1-231417,103,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,0,0,0
103-1-195932,103,Core census locations,Leptonychotes weddellii,Weddell seal,18,3,3,1,5,4,2,0,0,0,0
103-2-344008,103,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
103-2-231413,103,Punta San Telmo,Mirounga leonina,Southern elephant seal,4,0,0,0,0,3,1,0,0,0,0
103-2-231417,103,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,0,0,0
103-2-195932,103,Punta San Telmo,Leptonychotes weddellii,Weddell seal,9,4,2,0,0,1,0,2,0,0,0
104-1-344008,104,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
104-1-231413,104,Core census locations,Mirounga leonina,Southern elephant seal,48,6,3,0,3,8,5,18,0,0,5
104-1-231417,104,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,0,0,0
104-1-195932,104,Core census locations,Leptonychotes weddellii,Weddell seal,24,6,8,0,8,1,1,0,0,0,0
104-2-344008,104,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
104-2-231413,104,Punta San Telmo,Mirounga leonina,Southern elephant seal,3,0,1,0,1,0,1,0,0,0,0
104-2-231417,104,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,0,0,0
104-2-195932,104,Punta San Telmo,Leptonychotes weddellii,Weddell seal,8,2,3,0,0,1,1,1,0,0,0
105-1-344008,105,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
105-1-231413,105,Core census locations,Mirounga leonina,Southern elephant seal,73,1,3,0,10,31,11,14,0,0,3
105-1-231417,105,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,0,0,0
105-1-195932,105,Core census locations,Leptonychotes weddellii,Weddell seal,14,3,6,1,2,1,0,1,0,0,0
105-2-344008,105,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
105-2-231413,105,Punta San Telmo,Mirounga leonina,Southern elephant seal,24,0,0,0,6,12,2,0,0,0,4
105-2-231417,105,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,0,0,0
105-2-195932,105,Punta San Telmo,Leptonychotes weddellii,Weddell seal,5,3,2,0,0,0,0,0,0,0,0
106-1-344008,106,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
106-1-231413,106,Core census locations,Mirounga leonina,Southern elephant seal,93,5,1,0,18,38,17,11,0,0,3
106-1-231417,106,Core census locations,Hydrurga leptonyx,Leopard seal,2,0,1,0,0,1,0,0,0,0,0
106-1-195932,106,Core census locations,Leptonychotes weddellii,Weddell seal,30,10,6,1,9,2,2,0,0,0,0
106-2-344008,106,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
106-2-231413,106,Punta San Telmo,Mirounga leonina,Southern elephant seal,32,0,0,0,7,15,10,0,0,0,0
106-2-231417,106,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,0,0,0
106-2-195932,106,Punta San Telmo,Leptonychotes weddellii,Weddell seal,5,1,2,0,1,0,1,0,0,0,0
107-1-344008,107,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
107-1-231413,107,Core census locations,Mirounga leonina,Southern elephant seal,193,4,1,0,3,7,164,12,0,0,2
107-1-231417,107,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,0,0,0
107-1-195932,107,Core census locations,Leptonychotes weddellii,Weddell seal,27,7,14,0,2,3,1,0,0,0,0
107-2-344008,107,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
107-2-231413,107,Punta San Telmo,Mirounga leonina,Southern elephant seal,55,4,4,0,7,29,11,0,0,0,0
107-2-231417,107,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,0,0,0
107-2-195932,107,Punta San Telmo,Leptonychotes weddellii,Weddell seal,7,2,1,0,1,0,3,0,0,0,0
108-1-344008,108,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
108-1-231413,108,Core census locations,Mirounga leonina,Southern elephant seal,208,10,1,0,11,69,77,12,0,0,28
108-1-231417,108,Core census locations,Hydrurga leptonyx,Leopard seal,2,2,0,0,0,0,0,0,0,0,0
108-1-195932,108,Core census locations,Leptonychotes weddellii,Weddell seal,37,8,13,0,7,8,0,0,1,0,0
108-2-344008,108,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,1,0,0,0,0,0,1,0,0,0,0
108-2-231413,108,Punta San Telmo,Mirounga leonina,Southern elephant seal,70,0,0,0,0,0,70,0,0,0,0
108-2-231417,108,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,0,0,0
108-2-195932,108,Punta San Telmo,Leptonychotes weddellii,Weddell seal,11,7,3,0,1,0,0,0,0,0,0
109-1-344008,109,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
109-1-231413,109,Core census locations,Mirounga leonina,Southern elephant seal,246,8,2,0,27,136,64,7,0,0,2
109-1-231417,109,Core census locations,Hydrurga leptonyx,Leopard seal,4,4,0,0,0,0,0,0,0,0,0
109-1-195932,109,Core census locations,Leptonychotes weddellii,Weddell seal,36,6,13,0,7,6,2,0,2,0,0
109-2-344008,109,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,1,0,0,0,0,0,1,0,0,0,0
109-2-231413,109,Punta San Telmo,Mirounga leonina,Southern elephant seal,63,12,0,0,8,14,21,1,0,0,7
109-2-231417,109,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,0,0,0
109-2-195932,109,Punta San Telmo,Leptonychotes weddellii,Weddell seal,15,6,1,7,0,1,0,0,0,0,0
110-1-344008,110,Core census locations,Lobodon carcinophaga,Crabeater seal,1,0,0,0,0,1,0,0,0,0,0
110-1-231413,110,Core census locations,Mirounga leonina,Southern elephant seal,191,15,0,0,8,51,116,1,0,0,0
110-1-231417,110,Core census locations,Hydrurga leptonyx,Leopard seal,5,5,0,0,0,0,0,0,0,0,0
110-1-195932,110,Core census locations,Leptonychotes weddellii,Weddell seal,16,1,2,0,9,4,0,0,0,0,0
110-2-344008,110,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
110-2-231413,110,Punta San Telmo,Mirounga leonina,Southern elephant seal,53,0,0,0,14,19,20,0,0,0,0
110-2-231417,110,Punta San Telmo,Hydrurga leptonyx,Leopard seal,1,1,0,0,0,0,0,0,0,0,0
110-2-195932,110,Punta San Telmo,Leptonychotes weddellii,Weddell seal,12,6,1,3,1,1,0,0,0,0,0
111-1-344008,111,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
111-1-231413,111,Core census locations,Mirounga leonina,Southern elephant seal,134,75,1,0,0,35,22,0,0,0,1
111-1-231417,111,Core census locations,Hydrurga leptonyx,Leopard seal,5,4,1,0,0,0,0,0,0,0,0
111-1-195932,111,Core census locations,Leptonychotes weddellii,Weddell seal,16,3,4,0,3,6,0,0,0,0,0
111-2-344008,111,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
111-2-231413,111,Punta San Telmo,Mirounga leonina,Southern elephant seal,45,7,0,0,5,8,25,0,0,0,0
111-2-231417,111,Punta San Telmo,Hydrurga leptonyx,Leopard seal,1,1,0,0,0,0,0,0,0,0,0
111-2-195932,111,Punta San Telmo,Leptonychotes weddellii,Weddell seal,9,5,2,0,0,2,0,0,0,0,0
112-1-344008,112,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
112-1-231413,112,Core census locations,Mirounga leonina,Southern elephant seal,225,116,1,0,7,35,48,0,0,0,18
112-1-231417,112,Core census locations,Hydrurga leptonyx,Leopard seal,7,7,0,0,0,0,0,0,0,0,0
112-1-195932,112,Core census locations,Leptonychotes weddellii,Weddell seal,19,2,6,2,6,2,1,0,0,0,0
112-2-344008,112,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,1,0,1,0,0,0,0,0,0,0,0
112-2-231413,112,Punta San Telmo,Mirounga leonina,Southern elephant seal,47,5,0,0,0,18,24,0,0,0,0
112-2-231417,112,Punta San Telmo,Hydrurga leptonyx,Leopard seal,2,0,1,1,0,0,0,0,0,0,0
112-2-195932,112,Punta San Telmo,Leptonychotes weddellii,Weddell seal,10,4,4,2,0,0,0,0,0,0,0
113-1-344008,113,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
113-1-231413,113,Core census locations,Mirounga leonina,Southern elephant seal,282,195,1,0,16,22,44,0,0,0,4
113-1-231417,113,Core census locations,Hydrurga leptonyx,Leopard seal,7,6,1,0,0,0,0,0,0,0,0
113-1-195932,113,Core census locations,Leptonychotes weddellii,Weddell seal,24,2,6,0,6,8,2,0,0,0,0
113-2-344008,113,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,1,0,0,0,0,1,0,0,0,0,0
113-2-231413,113,Punta San Telmo,Mirounga leonina,Southern elephant seal,53,10,0,0,2,4,5,0,0,0,32
113-2-231417,113,Punta San Telmo,Hydrurga leptonyx,Leopard seal,2,2,0,0,0,0,0,0,0,0,0
113-2-195932,113,Punta San Telmo,Leptonychotes weddellii,Weddell seal,13,4,1,5,1,2,0,0,0,0,0
114-1-344008,114,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
114-1-231413,114,Core census locations,Mirounga leonina,Southern elephant seal,319,26,0,0,22,12,13,0,0,0,246
114-1-231417,114,Core census locations,Hydrurga leptonyx,Leopard seal,13,12,1,0,0,0,0,0,0,0,0
114-1-195932,114,Core census locations,Leptonychotes weddellii,Weddell seal,30,3,8,5,5,4,5,0,0,0,0
114-2-344008,114,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
114-2-231413,114,Punta San Telmo,Mirounga leonina,Southern elephant seal,0,0,0,0,0,0,0,0,0,0,0
114-2-231417,114,Punta San Telmo,Hydrurga leptonyx,Leopard seal,7,4,0,3,0,0,0,0,0,0,0
114-2-195932,114,Punta San Telmo,Leptonychotes weddellii,Weddell seal,12,3,2,2,0,0,5,0,0,0,0
115-1-344008,115,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
115-1-231413,115,Core census locations,Mirounga leonina,Southern elephant seal,255,19,0,0,6,9,57,0,0,0,164
115-1-231417,115,Core census locations,Hydrurga leptonyx,Leopard seal,6,4,0,2,0,0,0,0,0,0,0
115-1-195932,115,Core census locations,Leptonychotes weddellii,Weddell seal,21,5,2,0,6,7,1,0,0,0,0
115-2-344008,115,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
115-2-231413,115,Punta San Telmo,Mirounga leonina,Southern elephant seal,65,4,0,0,27,8,26,0,0,0,0
115-2-231417,115,Punta San Telmo,Hydrurga leptonyx,Leopard seal,7,7,0,0,0,0,0,0,0,0,0
115-2-195932,115,Punta San Telmo,Leptonychotes weddellii,Weddell seal,4,1,3,0,0,0,0,0,0,0,0
116-1-344008,116,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
116-1-231413,116,Core census locations,Mirounga leonina,Southern elephant seal,262,156,0,0,55,16,33,2,0,0,0
116-1-231417,116,Core census locations,Hydrurga leptonyx,Leopard seal,5,5,0,0,0,0,0,0,0,0,0
116-1-195932,116,Core census locations,Leptonychotes weddellii,Weddell seal,15,1,0,0,3,8,3,0,0,0,0
116-2-344008,116,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
116-2-231413,116,Punta San Telmo,Mirounga leonina,Southern elephant seal,72,10,0,0,2,10,16,3,0,0,31
116-2-231417,116,Punta San Telmo,Hydrurga leptonyx,Leopard seal,5,5,0,0,0,0,0,0,0,0,0
116-2-195932,116,Punta San Telmo,Leptonychotes weddellii,Weddell seal,8,3,2,0,1,2,0,0,0,0,0
117-1-344008,117,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
117-1-231413,117,Core census locations,Mirounga leonina,Southern elephant seal,189,30,0,0,17,18,8,3,0,0,113
117-1-231417,117,Core census locations,Hydrurga leptonyx,Leopard seal,6,5,0,0,1,0,0,0,0,0,0
117-1-195932,117,Core census locations,Leptonychotes weddellii,Weddell seal,10,1,3,0,1,3,2,0,0,0,0
117-2-344008,117,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
117-2-231413,117,Punta San Telmo,Mirounga leonina,Southern elephant seal,50,44,0,0,3,1,2,0,0,0,0
117-2-231417,117,Punta San Telmo,Hydrurga leptonyx,Leopard seal,6,6,0,0,0,0,0,0,0,0,0
117-2-195932,117,Punta San Telmo,Leptonychotes weddellii,Weddell seal,1,0,1,0,0,0,0,0,0,0,0
118-1-344008,118,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
118-1-231413,118,Core census locations,Mirounga leonina,Southern elephant seal,120,23,0,0,5,9,18,0,0,0,65
118-1-231417,118,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,0,0,0
118-1-195932,118,Core census locations,Leptonychotes weddellii,Weddell seal,7,0,2,1,3,1,0,0,0,0,0
118-2-344008,118,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
118-2-231413,118,Punta San Telmo,Mirounga leonina,Southern elephant seal,26,5,0,0,1,1,0,0,0,0,19
118-2-231417,118,Punta San Telmo,Hydrurga leptonyx,Leopard seal,5,4,1,0,0,0,0,0,0,0,0
118-2-195932,118,Punta San Telmo,Leptonychotes weddellii,Weddell seal,5,3,1,0,0,1,0,0,0,0,0
119-1-344008,119,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
119-1-231413,119,Core census locations,Mirounga leonina,Southern elephant seal,29,8,0,0,12,3,5,0,0,0,1
119-1-231417,119,Core census locations,Hydrurga leptonyx,Leopard seal,2,1,1,0,0,0,0,0,0,0,0
119-1-195932,119,Core census locations,Leptonychotes weddellii,Weddell seal,6,0,0,0,2,4,0,0,0,0,0
119-2-344008,119,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
119-2-231413,119,Punta San Telmo,Mirounga leonina,Southern elephant seal,15,3,0,0,1,0,1,0,0,0,10
119-2-231417,119,Punta San Telmo,Hydrurga leptonyx,Leopard seal,4,4,0,0,0,0,0,0,0,0,0
119-2-195932,119,Punta San Telmo,Leptonychotes weddellii,Weddell seal,0,0,0,0,0,0,0,0,0,0,0
120-1-344008,120,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
120-1-231413,120,Core census locations,Mirounga leonina,Southern elephant seal,46,4,0,0,6,14,22,0,0,0,0
120-1-231417,120,Core census locations,Hydrurga leptonyx,Leopard seal,3,3,0,0,0,0,0,0,0,0,0
120-1-195932,120,Core census locations,Leptonychotes weddellii,Weddell seal,32,7,7,2,4,9,3,0,0,0,0
120-2-344008,120,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
120-2-231413,120,Punta San Telmo,Mirounga leonina,Southern elephant seal,7,3,0,0,0,1,3,0,0,0,0
120-2-231417,120,Punta San Telmo,Hydrurga leptonyx,Leopard seal,1,1,0,0,0,0,0,0,0,0,0
120-2-195932,120,Punta San Telmo,Leptonychotes weddellii,Weddell seal,6,1,4,0,1,0,0,0,0,0,0
121-1-344008,121,Core census locations,Lobodon carcinophaga,Crabeater seal,1,0,0,0,1,0,0,0,0,0,0
121-1-231413,121,Core census locations,Mirounga leonina,Southern elephant seal,171,21,0,0,26,80,44,0,0,0,0
121-1-231417,121,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,0,0,0
121-1-195932,121,Core census locations,Leptonychotes weddellii,Weddell seal,12,4,3,0,2,1,2,0,0,0,0
122-1-344008,122,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
122-1-231413,122,Core census locations,Mirounga leonina,Southern elephant seal,137,41,0,0,5,49,41,0,0,0,1
122-1-231417,122,Core census locations,Hydrurga leptonyx,Leopard seal,4,3,0,1,0,0,0,0,0,0,0
122-1-195932,122,Core census locations,Leptonychotes weddellii,Weddell seal,11,4,2,0,4,1,0,0,0,0,0
122-2-344008,122,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
122-2-231413,122,Punta San Telmo,Mirounga leonina,Southern elephant seal,29,7,0,0,2,2,18,0,0,0,0
122-2-231417,122,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,0,0,0
122-2-195932,122,Punta San Telmo,Leptonychotes weddellii,Weddell seal,5,4,1,0,0,0,0,0,0,0,0
123-1-344008,123,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
123-1-231413,123,Core census locations,Mirounga leonina,Southern elephant seal,213,17,0,0,23,42,129,0,0,0,2
123-1-231417,123,Core census locations,Hydrurga leptonyx,Leopard seal,6,6,0,0,0,0,0,0,0,0,0
123-1-195932,123,Core census locations,Leptonychotes weddellii,Weddell seal,14,1,1,0,6,3,3,0,0,0,0
123-2-344008,123,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
123-2-231413,123,Punta San Telmo,Mirounga leonina,Southern elephant seal,52,3,0,0,13,4,29,0,0,0,3
123-2-231417,123,Punta San Telmo,Hydrurga leptonyx,Leopard seal,1,1,0,0,0,0,0,0,0,0,0
123-2-195932,123,Punta San Telmo,Leptonychotes weddellii,Weddell seal,11,2,0,0,0,3,0,0,0,0,6
124-1-344008,124,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
124-1-231413,124,Core census locations,Mirounga leonina,Southern elephant seal,228,17,0,0,43,7,158,0,0,0,3
124-1-231417,124,Core census locations,Hydrurga leptonyx,Leopard seal,6,5,0,0,1,0,0,0,0,0,0
124-1-195932,124,Core census locations,Leptonychotes weddellii,Weddell seal,3,0,1,0,1,1,0,0,0,0,0
124-2-344008,124,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
124-2-231413,124,Punta San Telmo,Mirounga leonina,Southern elephant seal,80,0,0,0,13,1,66,0,0,0,0
124-2-231417,124,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,0,0,0
124-2-195932,124,Punta San Telmo,Leptonychotes weddellii,Weddell seal,12,3,2,0,2,4,1,0,0,0,0
125-1-344008,125,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
125-1-231413,125,Core census locations,Mirounga leonina,Southern elephant seal,223,116,2,0,2,34,50,0,0,0,19
125-1-231417,125,Core census locations,Hydrurga leptonyx,Leopard seal,1,0,0,0,0,1,0,0,0,0,0
125-1-195932,125,Core census locations,Leptonychotes weddellii,Weddell seal,4,1,1,0,1,1,0,0,0,0,0
125-2-344008,125,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
125-2-231413,125,Punta San Telmo,Mirounga leonina,Southern elephant seal,54,35,0,0,0,1,18,0,0,0,0
125-2-231417,125,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,0,0,0
125-2-195932,125,Punta San Telmo,Leptonychotes weddellii,Weddell seal,4,1,1,0,1,0,0,0,0,0,1
126-1-344008,126,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
126-1-231413,126,Core census locations,Mirounga leonina,Southern elephant seal,260,197,0,0,6,6,37,0,0,0,14
126-1-231417,126,Core census locations,Hydrurga leptonyx,Leopard seal,5,3,0,2,0,0,0,0,0,0,0
126-1-195932,126,Core census locations,Leptonychotes weddellii,Weddell seal,6,0,2,0,3,1,0,0,0,0,0
126-2-344008,126,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,0,0,0
126-2-231413,126,Punta San Telmo,Mirounga leonina,Southern elephant seal,76,51,0,0,7,1,9,0,0,0,8
