"season_name","census_date_start","census_date_end","surveyed_san_telmo","observer","census_date","time_start","time_end","location","location_group","species","total_count","total_count_nodead","ad_female_count","ad_male_count","ad_unk_count","juv_female_count","juv_male_count","juv_unk_count","pup_live_count","pup_dead_count","unk_female_count","unk_male_count","unk_unk_count","header_notes","census_notes","census_phocid_header_id","census_id"
"2015/16",2015-11-20,2015-11-20,TRUE,"WMT",2015-11-20,"10:57:00","13:18:00","Yuseff, Punta","Yuseff, Punta","Elephant seal",3,3,0,2,0,0,1,0,0,0,NA,NA,0,NA,NA,66,4476
"2015/16",2015-11-20,2015-11-20,TRUE,"MRK",2015-11-20,"10:57:00","13:18:00","Alcazar","Alcazar","Weddell seal",3,3,2,0,1,0,0,0,0,0,NA,NA,0,NA,NA,66,4515
"2015/16",2015-11-20,2015-11-20,TRUE,"WMT",2015-11-20,"16:45:00","16:55:00","Ballena Norte","Ballena Norte","Weddell seal",2,2,0,1,1,0,0,0,0,0,NA,NA,0,NA,NA,66,4483
"2015/16",2015-11-20,2015-11-20,TRUE,"WMT",2015-11-20,"16:45:00","16:55:00","Chungungo","Chungungo","Weddell seal",4,4,0,0,2,0,2,0,0,0,NA,NA,0,NA,NA,66,4482
"2015/16",2015-11-20,2015-11-20,TRUE,"WHA",2015-11-20,"15:20:00","16:25:00","Maderas","Maderas","Weddell seal",5,5,2,1,2,0,0,0,0,0,NA,NA,0,NA,NA,66,4484
"2015/16",2015-11-20,2015-11-20,TRUE,"WMT",2015-11-20,"10:57:00","13:18:00","Media Luna","Media Luna","Weddell seal",1,1,0,1,0,0,0,0,0,0,NA,NA,0,NA,NA,66,4478
"2015/16",2015-11-20,2015-11-20,TRUE,"WMT",2015-11-20,"10:57:00","13:18:00","San Telmo, Punta","San Telmo, Punta","Weddell seal",7,7,3,1,3,0,0,0,0,0,NA,NA,0,NA,NA,66,4480
"2015/16",2015-11-27,2015-11-27,TRUE,"WHA",2015-11-27,"14:35:00","16:30:00","Alcazar","Alcazar","Crabeater seal",1,1,0,0,1,0,0,0,0,0,NA,NA,0,NA,NA,67,4563
"2015/16",2015-11-27,2015-11-27,TRUE,"DJK",2015-11-27,"14:50:00","17:30:00","San Telmo, Punta","San Telmo, Punta","Crabeater seal",1,1,0,0,0,0,1,0,0,0,NA,NA,0,NA,NA,67,4575
"2015/16",2015-11-27,2015-11-27,TRUE,"WMT",2015-11-27,"14:37:00","15:17:00","Ballena Norte","Ballena Norte","Elephant seal",1,1,0,0,0,1,0,0,0,0,NA,NA,0,NA,NA,67,4581
"2015/16",2015-11-27,2015-11-27,TRUE,"WMT",2015-11-27,"14:37:00","15:17:00","Chungungo","Chungungo","Elephant seal",1,1,0,0,0,0,0,0,1,0,NA,NA,0,NA,"tagged weaner",67,4582
"2015/16",2015-11-27,2015-11-27,TRUE,"DJK",2015-11-27,"14:50:00","17:30:00","Daniel","Daniel","Elephant seal",1,1,0,0,0,0,0,0,1,0,NA,NA,0,NA,NA,67,4579
"2015/16",2015-11-27,2015-11-27,TRUE,"WHA",2015-11-27,"14:35:00","16:30:00","Camp","Daniel","Elephant seal",7,7,0,0,0,1,0,0,6,0,NA,NA,0,NA,NA,67,4567
"2015/16",2015-11-27,2015-11-27,TRUE,"WMT",2015-11-27,"16:15:00","18:08:00","Larga","Larga","Elephant seal",3,3,0,0,0,0,1,0,2,0,NA,NA,0,NA,NA,67,4584
"2015/16",2015-11-27,2015-11-27,TRUE,"DJK",2015-11-27,"14:50:00","17:30:00","Marko","Marko","Elephant seal",5,5,0,2,0,0,1,0,1,0,NA,NA,1,NA,NA,67,4577
"2015/16",2015-11-27,2015-11-27,TRUE,"WMT",2015-11-27,"16:15:00","18:08:00","Media Luna","Media Luna","Elephant seal",112,112,1,5,0,2,12,45,47,0,NA,NA,0,NA,NA,67,4586
"2015/16",2015-11-27,2015-11-27,TRUE,"DJK",2015-11-27,"14:50:00","17:30:00","San Telmo, Punta","San Telmo, Punta","Elephant seal",5,5,0,0,0,0,5,0,0,0,NA,NA,0,NA,NA,67,4574
"2015/16",2015-11-27,2015-11-27,TRUE,"DJK",2015-11-27,"14:50:00","17:30:00","San Telmo, Punta","San Telmo, Punta","Leopard seal",1,1,0,0,0,0,0,1,0,0,NA,NA,0,NA,NA,67,4576
"2015/16",2015-11-27,2015-11-27,TRUE,"WHA",2015-11-27,"14:35:00","16:30:00","Alcazar","Alcazar","Weddell seal",4,4,3,1,0,0,0,0,0,0,NA,NA,0,NA,NA,67,4562
"2015/16",2015-11-27,2015-11-27,TRUE,"WMT",2015-11-27,"14:37:00","15:17:00","Ballena Norte","Ballena Norte","Weddell seal",3,3,1,0,1,1,0,0,0,0,NA,NA,0,NA,NA,67,4580
"2015/16",2015-11-27,2015-11-27,TRUE,"WMT",2015-11-27,"14:37:00","15:17:00","Cachorros","Cachorros","Weddell seal",2,2,0,1,0,1,0,0,0,0,NA,NA,0,NA,NA,67,4583
"2015/16",2015-11-27,2015-11-27,TRUE,"WHA",2015-11-27,"14:35:00","16:30:00","Maderas","Maderas","Weddell seal",2,2,1,0,0,0,1,0,0,0,NA,NA,0,NA,NA,67,4565
"2015/16",2015-11-27,2015-11-27,TRUE,"DJK",2015-11-27,"14:50:00","17:30:00","Marko","Marko","Weddell seal",1,1,1,0,0,0,0,0,0,0,NA,NA,0,NA,NA,67,4578
"2015/16",2015-11-27,2015-11-27,TRUE,"WMT",2015-11-27,"16:15:00","18:08:00","Media Luna","Media Luna","Weddell seal",1,1,0,0,0,0,1,0,0,0,NA,NA,0,NA,NA,67,4585
"2015/16",2015-11-27,2015-11-27,TRUE,"WHA",2015-11-27,"14:35:00","16:30:00","Modulo North","Modulo","Weddell seal",2,2,1,0,0,1,0,0,0,0,NA,NA,0,NA,NA,67,4566
"2015/16",2015-11-27,2015-11-27,TRUE,"WHA",2015-11-27,"14:35:00","16:30:00","Papua","Papua","Weddell seal",2,2,2,0,0,0,0,0,0,0,NA,NA,0,NA,NA,67,4564
"2015/16",2015-11-27,2015-11-27,TRUE,"DJK",2015-11-27,"14:50:00","17:30:00","Paulina-Aranda","Paulina-Aranda","Weddell seal",1,1,0,0,1,0,0,0,0,0,NA,NA,0,NA,"Beach was Playa Paulina to Aranda",67,4572
"2015/16",2015-11-27,2015-11-27,TRUE,"DJK",2015-11-27,"14:50:00","17:30:00","San Telmo, Punta","San Telmo, Punta","Weddell seal",12,12,4,6,0,2,0,0,0,0,NA,NA,0,NA,NA,67,4573
"2015/16",2015-12-04,2015-12-04,TRUE,"DJK",2015-12-04,"11:27:00","13:08:00","Larga","Larga","Elephant seal",1,1,0,0,0,0,1,0,0,0,NA,NA,0,NA,NA,68,4682
"2015/16",2015-12-04,2015-12-04,TRUE,"WHA",2015-12-04,"11:00:00","13:25:00","Maderas","Maderas","Elephant seal",2,2,0,0,0,0,2,0,0,0,NA,NA,0,NA,NA,68,4669
"2015/16",2015-12-04,2015-12-04,TRUE,"DJK",2015-12-04,"11:27:00","13:08:00","Marko","Marko","Elephant seal",1,1,0,0,0,0,0,0,1,0,NA,NA,0,NA,NA,68,4681
"2015/16",2015-12-04,2015-12-04,TRUE,"DJK",2015-12-04,"11:27:00","13:08:00","Media Luna","Media Luna","Elephant seal",135,135,8,3,0,0,70,11,43,0,NA,NA,0,NA,NA,68,4683
"2015/16",2015-12-04,2015-12-04,TRUE,"WHA",2015-12-04,"11:00:00","13:25:00","Modulo North","Modulo","Elephant seal",5,5,0,0,0,0,0,2,3,0,NA,NA,0,NA,NA,68,4667
"2015/16",2015-12-04,2015-12-04,TRUE,"WHA",2015-12-04,"11:00:00","13:25:00","San Telmo, Punta","San Telmo, Punta","Elephant seal",4,4,0,0,0,0,0,2,0,0,NA,NA,2,NA,NA,68,4666
"2015/16",2015-12-04,2015-12-04,TRUE,"MRK",2015-12-04,"12:11:00","12:31:00","Alcazar","Alcazar","Weddell seal",5,5,2,0,3,0,0,0,0,0,NA,NA,0,NA,NA,68,4646
"2015/16",2015-12-04,2015-12-04,TRUE,"AJK",2015-12-04,"10:30:00","10:35:00","Ballena Sur","Ballena Sur","Weddell seal",1,1,1,0,0,0,0,0,0,0,NA,NA,0,NA,NA,68,4645
"2015/16",2015-12-04,2015-12-04,TRUE,"WHA",2015-12-04,"11:00:00","13:25:00","Maderas","Maderas","Weddell seal",1,1,1,0,0,0,0,0,0,0,NA,NA,0,NA,"Tagged 005",68,4670
"2015/16",2015-12-04,2015-12-04,TRUE,"DJK",2015-12-04,"11:27:00","13:08:00","Media Luna","Media Luna","Weddell seal",5,5,1,2,0,0,0,1,1,0,NA,NA,0,NA,NA,68,4684
"2015/16",2015-12-04,2015-12-04,TRUE,"WHA",2015-12-04,"11:00:00","13:25:00","Modulo North","Modulo","Weddell seal",1,1,0,0,0,0,0,0,1,0,NA,NA,0,NA,NA,68,4668
"2015/16",2015-12-04,2015-12-04,TRUE,"WHA",2015-12-04,"11:00:00","13:25:00","San Telmo, Punta","San Telmo, Punta","Weddell seal",11,11,3,2,2,3,1,0,0,0,NA,NA,0,NA,NA,68,4665
"2015/16",2015-12-11,2015-12-11,TRUE,"AJK",2015-12-11,"10:45:00","10:55:00","Ballena Norte","Ballena Norte","Elephant seal",2,2,0,0,0,0,1,0,1,0,NA,NA,0,NA,NA,69,4796
"2015/16",2015-12-11,2015-12-11,TRUE,"WMT",2015-12-11,"11:15:00","12:55:00","Chungungo","Chungungo","Elephant seal",3,3,0,0,0,1,0,2,0,0,NA,NA,0,NA,NA,69,4788
"2015/16",2015-12-11,2015-12-11,TRUE,"DJK",2015-12-11,"10:18:00","11:03:00","Camp","Daniel","Elephant seal",1,1,0,0,0,0,0,0,1,0,NA,NA,0,NA,NA,69,4781
"2015/16",2015-12-11,2015-12-11,TRUE,"WHA",2015-12-11,"14:10:00","15:25:00","Larga","Larga","Elephant seal",2,2,0,0,0,0,0,0,2,0,NA,NA,0,NA,NA,69,4792
"2015/16",2015-12-11,2015-12-11,TRUE,"WHA",2015-12-11,"10:40:00","12:05:00","Maderas","Maderas","Elephant seal",3,3,0,0,0,0,2,1,0,0,NA,NA,0,NA,NA,69,4791
"2015/16",2015-12-11,2015-12-11,TRUE,"DJK",2015-12-11,"10:18:00","11:03:00","Marko","Marko","Elephant seal",1,1,0,0,0,0,0,0,1,0,NA,NA,0,NA,NA,69,4780
"2015/16",2015-12-11,2015-12-11,TRUE,"WHA",2015-12-11,"14:10:00","15:25:00","Media Luna","Media Luna","Elephant seal",193,193,5,0,0,7,55,84,42,0,NA,NA,0,NA,NA,69,4793
"2015/16",2015-12-11,2015-12-11,TRUE,"WMT",2015-12-11,"14:45:00","15:40:00","San Telmo, Punta","San Telmo, Punta","Elephant seal",10,10,0,0,0,0,0,8,2,0,NA,NA,0,NA,NA,69,4789
"2015/16",2015-12-11,2015-12-11,TRUE,"MRK",2015-12-11,"11:46:00","12:03:00","Alcazar","Alcazar","Weddell seal",8,8,2,1,1,1,2,1,0,0,NA,NA,0,NA,NA,69,4973
"2015/16",2015-12-11,2015-12-11,TRUE,"AJK",2015-12-11,"10:45:00","10:55:00","Ballena Norte","Ballena Norte","Weddell seal",6,6,1,1,0,3,1,0,0,0,NA,NA,0,NA,NA,69,4795
"2015/16",2015-12-11,2015-12-11,TRUE,"WHA",2015-12-11,"14:10:00","15:25:00","Media Luna","Media Luna","Weddell seal",5,5,2,0,0,2,1,0,0,0,NA,NA,0,NA,NA,69,4794
"2015/16",2015-12-11,2015-12-11,TRUE,"MRK",2015-12-11,"11:46:00","12:03:00","Pinochet de la Barra","Pinochet de la Barra","Weddell seal",2,2,0,1,0,0,1,0,0,0,NA,NA,0,NA,NA,69,4974
"2015/16",2015-12-11,2015-12-11,TRUE,"WMT",2015-12-11,"14:45:00","15:40:00","San Telmo, Punta","San Telmo, Punta","Weddell seal",14,14,1,6,2,1,2,1,1,0,NA,NA,0,NA,NA,69,4790
"2015/16",2015-12-18,2015-12-18,TRUE,"MRK",2015-12-18,"12:05:00","12:35:00","Alcazar","Alcazar","Elephant seal",4,4,2,0,0,1,1,0,0,0,NA,NA,0,NA,NA,70,4981
"2015/16",2015-12-18,2015-12-18,TRUE,"AJK",2015-12-18,"13:45:00","13:59:00","Bahamonde","Bahamonde","Elephant seal",1,1,0,0,0,0,1,0,0,0,NA,NA,0,NA,NA,70,4868
"2015/16",2015-12-18,2015-12-18,TRUE,"AJK",2015-12-18,"11:35:00","11:45:00","Ballena Norte","Ballena Norte","Elephant seal",9,9,0,0,0,0,0,9,0,0,NA,NA,0,NA,NA,70,4866
"2015/16",2015-12-18,2015-12-18,TRUE,"WMT",2015-12-18,"12:00:00","13:44:00","Cachorros","Cachorros","Elephant seal",3,3,0,0,0,2,0,1,0,0,NA,NA,0,NA,NA,70,4858
"2015/16",2015-12-18,2015-12-18,TRUE,"WMT",2015-12-18,"12:00:00","13:44:00","Chungungo","Chungungo","Elephant seal",6,6,0,0,0,0,0,5,1,0,NA,NA,0,NA,NA,70,4859
"2015/16",2015-12-18,2015-12-18,TRUE,"DJK",2015-12-18,"11:29:00","12:16:00","Daniel","Daniel","Elephant seal",1,1,0,0,0,0,0,1,0,0,NA,NA,0,NA,NA,70,4850
"2015/16",2015-12-18,2015-12-18,TRUE,"WHA",2015-12-18,"12:10:00","14:00:00","Larga","Larga","Elephant seal",1,1,1,0,0,0,0,0,0,0,NA,NA,0,NA,NA,70,4852
"2015/16",2015-12-18,2015-12-18,TRUE,"WHA",2015-12-18,"16:00:00","17:30:00","Maderas","Maderas","Elephant seal",1,1,0,0,0,1,0,0,0,0,NA,NA,0,NA,NA,70,4863
"2015/16",2015-12-18,2015-12-18,TRUE,"WHA",2015-12-18,"12:10:00","14:00:00","Media Luna","Media Luna","Elephant seal",226,226,14,0,0,15,112,34,28,0,NA,NA,23,NA,"Juv female SES 480 found dead- likely died last year",70,4857
"2015/16",2015-12-18,2015-12-18,TRUE,"WMT",2015-12-18,"16:38:00","17:11:00","San Telmo, Punta","San Telmo, Punta","Elephant seal",15,15,0,0,0,0,0,15,0,0,NA,NA,0,NA,NA,70,4862
"2015/16",2015-12-18,2015-12-18,TRUE,"WHA",2015-12-18,"12:10:00","14:00:00","Yuseff, Punta","Yuseff, Punta","Elephant seal",19,19,4,0,0,0,3,5,5,0,NA,NA,2,NA,NA,70,4854
"2015/16",2015-12-18,2015-12-18,TRUE,"WMT",2015-12-18,"12:00:00","13:44:00","Chungungo","Chungungo","Leopard seal",1,1,0,0,1,0,0,0,0,0,NA,NA,0,NA,NA,70,4860
"2015/16",2015-12-18,2015-12-18,TRUE,"MRK",2015-12-18,"12:05:00","12:35:00","Alcazar","Alcazar","Weddell seal",4,4,1,0,0,0,0,0,0,0,NA,NA,3,NA,NA,70,4975
"2015/16",2015-12-18,2015-12-18,TRUE,"AJK",2015-12-18,"11:35:00","11:45:00","Ballena Norte","Ballena Norte","Weddell seal",3,3,2,0,0,1,0,0,0,0,NA,NA,0,NA,NA,70,4865
"2015/16",2015-12-18,2015-12-18,TRUE,"WHA",2015-12-18,"16:00:00","17:30:00","Hue Central","Hue","Weddell seal",1,1,1,0,0,0,0,0,0,0,NA,NA,0,NA,NA,70,4864
"2015/16",2015-12-18,2015-12-18,TRUE,"WHA",2015-12-18,"12:10:00","14:00:00","Larga","Larga","Weddell seal",2,2,2,0,0,0,0,0,0,0,NA,NA,0,NA,NA,70,4853
"2015/16",2015-12-18,2015-12-18,TRUE,"DJK",2015-12-18,"11:29:00","12:16:00","Marko","Marko","Weddell seal",1,1,0,1,0,0,0,0,0,0,NA,NA,0,NA,NA,70,4851
"2015/16",2015-12-18,2015-12-18,TRUE,"WHA",2015-12-18,"12:10:00","14:00:00","Media Luna","Media Luna","Weddell seal",3,3,0,1,1,0,0,1,0,0,NA,NA,0,NA,NA,70,4856
"2015/16",2015-12-18,2015-12-18,TRUE,"AJK",2015-12-18,"13:45:00","13:59:00","Nibaldo","Nibaldo","Weddell seal",2,2,0,0,1,0,0,1,0,0,NA,NA,0,NA,NA,70,4867
"2015/16",2015-12-18,2015-12-18,TRUE,"WMT",2015-12-18,"16:38:00","17:11:00","San Telmo, Punta","San Telmo, Punta","Weddell seal",7,7,3,3,0,1,0,0,0,0,NA,NA,0,NA,NA,70,4861
"2015/16",2015-12-18,2015-12-18,TRUE,"WHA",2015-12-18,"12:10:00","14:00:00","Yuseff, Punta","Yuseff, Punta","Weddell seal",1,1,0,1,0,0,0,0,0,0,NA,NA,0,NA,NA,70,4855
"2015/16",2015-12-25,2015-12-25,TRUE,"MRK",2015-12-25,"16:54:00","17:16:00","Loberia","Loberia","Crabeater seal",1,1,0,0,0,0,0,1,0,0,NA,NA,0,NA,NA,71,4980
"2015/16",2015-12-25,2015-12-25,TRUE,"AJK",2015-12-25,"12:40:00","13:17:00","Paulina-Aranda","Paulina-Aranda","Crabeater seal",1,1,0,1,0,0,0,0,0,0,NA,NA,0,NA,"Beach was Playa Paulina to Aranda",71,4957
"2015/16",2015-12-25,2015-12-25,TRUE,"MRK",2015-12-25,"16:05:00","16:17:00","Alcazar","Alcazar","Elephant seal",1,1,1,0,0,0,0,0,0,0,NA,NA,0,NA,NA,71,4977
"2015/16",2015-12-25,2015-12-25,TRUE,"MRK",2015-12-25,"16:05:00","16:17:00","Antartico, Playa","Antartico, Playa","Elephant seal",1,1,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,71,4978
"2015/16",2015-12-25,2015-12-25,TRUE,"AJK",2015-12-25,"13:55:00","14:07:00","Ballena Norte","Ballena Norte","Elephant seal",22,22,0,0,0,0,0,2,1,0,NA,NA,19,NA,NA,71,4961
"2015/16",2015-12-25,2015-12-25,TRUE,"AJK",2015-12-25,"13:55:00","14:07:00","Ballena Sur","Ballena Sur","Elephant seal",1,1,0,0,0,0,0,1,0,0,NA,NA,0,NA,NA,71,4960
"2015/16",2015-12-25,2015-12-25,TRUE,"WMT",2015-12-25,"11:54:00","13:30:00","Cachorros East","Cachorros","Elephant seal",2,2,0,0,0,0,0,2,0,0,NA,NA,0,NA,NA,71,4924
"2015/16",2015-12-25,2015-12-25,TRUE,"WMT",2015-12-25,"11:54:00","13:30:00","Chungungo","Chungungo","Elephant seal",5,5,0,0,0,0,3,2,0,0,NA,NA,0,NA,NA,71,4926
"2015/16",2015-12-25,2015-12-25,TRUE,"WHA",2015-12-25,"14:45:00","16:40:00","Hue West","Hue","Elephant seal",1,1,0,0,0,1,0,0,0,0,NA,NA,0,NA,NA,71,4943
"2015/16",2015-12-25,2015-12-25,TRUE,"WHA",2015-12-25,"14:45:00","16:40:00","Hue East","Hue","Elephant seal",1,1,0,0,0,1,0,0,0,0,NA,NA,0,NA,NA,71,4944
"2015/16",2015-12-25,2015-12-25,TRUE,"WMT",2015-12-25,"14:30:00","17:23:00","Larga","Larga","Elephant seal",5,5,0,0,0,0,0,4,1,0,NA,NA,0,NA,NA,71,4929
"2015/16",2015-12-25,2015-12-25,TRUE,"MRK",2015-12-25,"16:54:00","17:16:00","Loberia","Loberia","Elephant seal",2,2,1,0,0,0,0,1,0,0,NA,NA,0,NA,NA,71,4979
"2015/16",2015-12-25,2015-12-25,TRUE,"WMT",2015-12-25,"14:30:00","17:23:00","Marko","Marko","Elephant seal",2,2,0,0,0,0,0,0,2,0,NA,NA,0,NA,NA,71,4928
"2015/16",2015-12-25,2015-12-25,TRUE,"WMT",2015-12-25,"14:30:00","17:23:00","Media Luna","Media Luna","Elephant seal",235,235,4,0,0,12,38,170,11,0,NA,NA,0,NA,NA,71,4932
"2015/16",2015-12-25,2015-12-25,TRUE,"AJK",2015-12-25,"17:45:00","17:55:00","Nibaldo","Nibaldo","Elephant seal",1,1,0,0,0,0,0,0,1,0,NA,NA,0,NA,NA,71,4963
"2015/16",2015-12-25,2015-12-25,TRUE,"AJK",2015-12-25,"12:40:00","13:17:00","Paulina-Aranda","Paulina-Aranda","Elephant seal",1,1,0,0,0,0,0,0,0,0,NA,NA,1,NA,"Beach was Playa Paulina to Aranda",71,4958
"2015/16",2015-12-25,2015-12-25,TRUE,"WHA",2015-12-25,"12:40:00","13:20:00","San Telmo, Punta","San Telmo, Punta","Elephant seal",17,17,0,0,0,2,14,0,1,0,NA,NA,0,NA,"Pup is female 512",71,4941
"2015/16",2015-12-25,2015-12-25,TRUE,"WMT",2015-12-25,"11:54:00","13:30:00","Cachorros East","Cachorros","Leopard seal",1,1,1,0,0,0,0,0,0,0,NA,NA,0,NA,NA,71,4923
"2015/16",2015-12-25,2015-12-25,TRUE,"WHA",2015-12-25,"14:45:00","16:40:00","Maderas","Maderas","Leopard seal",1,1,1,0,0,0,0,0,0,0,NA,NA,0,NA,"Big girl",71,4945
"2015/16",2015-12-25,2015-12-25,TRUE,"MRK",2015-12-25,"16:05:00","16:17:00","Alcazar","Alcazar","Weddell seal",4,4,2,1,1,0,0,0,0,0,NA,NA,0,NA,NA,71,4976
"2015/16",2015-12-25,2015-12-25,TRUE,"AJK",2015-12-25,"13:55:00","14:07:00","Ballena Norte","Ballena Norte","Weddell seal",2,2,2,0,0,0,0,0,0,0,NA,NA,0,NA,NA,71,4962
"2015/16",2015-12-25,2015-12-25,TRUE,"WMT",2015-12-25,"11:54:00","13:30:00","Cachorros","Cachorros","Weddell seal",1,1,0,0,0,0,1,0,0,0,NA,NA,0,NA,NA,71,4925
"2015/16",2015-12-25,2015-12-25,TRUE,"AJK",2015-12-25,"12:40:00","13:17:00","Golondrina-del Lobero","Golondrina-del Lobero","Weddell seal",1,1,0,0,0,0,0,1,0,0,NA,NA,0,NA,"Beach was Playa Golondrina to P. del Lobero",71,4959
"2015/16",2015-12-25,2015-12-25,TRUE,"WMT",2015-12-25,"14:30:00","17:23:00","Larga","Larga","Weddell seal",1,1,1,0,0,0,0,0,0,0,NA,NA,0,NA,NA,71,4930
"2015/16",2015-12-25,2015-12-25,TRUE,"WMT",2015-12-25,"14:30:00","17:23:00","Marko","Marko","Weddell seal",1,1,0,0,0,1,0,0,0,0,NA,NA,0,NA,NA,71,4927
"2015/16",2015-12-25,2015-12-25,TRUE,"WMT",2015-12-25,"14:30:00","17:23:00","Media Luna","Media Luna","Weddell seal",1,1,0,1,0,0,0,0,0,0,NA,NA,0,NA,NA,71,4931
"2015/16",2015-12-25,2015-12-25,TRUE,"WHA",2015-12-25,"12:40:00","13:20:00","San Telmo, Punta","San Telmo, Punta","Weddell seal",5,5,3,2,0,0,0,0,0,0,NA,NA,0,NA,NA,71,4942
"2015/16",2016-01-01,2016-01-01,TRUE,"WHA",2016-01-01,"13:10:00","14:45:00","Hue West","Hue","Crabeater seal",1,1,0,0,0,0,1,0,0,0,NA,NA,0,NA,NA,72,5055
"2015/16",2016-01-01,2016-01-01,TRUE,"WHA",2016-01-01,"13:10:00","14:45:00","Marko","Marko","Crabeater seal",1,1,0,0,0,0,1,0,0,0,NA,NA,0,NA,NA,72,5047
"2015/16",2016-01-01,2016-01-01,TRUE,"WHA",2016-01-01,"13:10:00","14:45:00","Media Luna","Media Luna","Crabeater seal",1,1,0,0,0,0,1,0,0,0,NA,NA,0,NA,NA,72,5052
"2015/16",2016-01-01,2016-01-01,TRUE,"AJK",2016-01-01,"15:45:00","16:30:00","Nibaldo","Nibaldo","Crabeater seal",1,1,0,0,0,0,0,1,0,0,NA,NA,0,NA,NA,72,5040
"2015/16",2016-01-01,2016-01-01,TRUE,"MRK",2016-01-01,"15:04:00","15:18:00","Alcazar","Alcazar","Elephant seal",6,6,4,0,0,1,0,1,0,0,NA,NA,0,NA,NA,72,5045
"2015/16",2016-01-01,2016-01-01,TRUE,"AJK",2016-01-01,"15:45:00","16:30:00","Ballena Norte","Ballena Norte","Elephant seal",23,23,0,0,0,0,0,0,0,0,NA,NA,23,NA,NA,72,5042
"2015/16",2016-01-01,2016-01-01,TRUE,"AJK",2016-01-01,"15:45:00","16:30:00","Ballena Sur","Ballena Sur","Elephant seal",1,1,0,0,0,0,0,1,0,0,NA,NA,0,NA,NA,72,5043
"2015/16",2016-01-01,2016-01-01,TRUE,"WMT",2016-01-01,"14:20:00","15:24:00","Chungungo","Chungungo","Elephant seal",4,4,0,0,0,2,1,1,0,0,NA,NA,0,NA,NA,72,5032
"2015/16",2016-01-01,2016-01-01,TRUE,"WHA",2016-01-01,"13:10:00","14:45:00","Hue West","Hue","Elephant seal",1,1,1,0,0,0,0,0,0,0,NA,NA,0,NA,NA,72,5054
"2015/16",2016-01-01,2016-01-01,TRUE,"WHA",2016-01-01,"13:10:00","14:45:00","Larga","Larga","Elephant seal",16,16,0,0,0,0,7,7,0,0,NA,NA,2,NA,NA,72,5049
"2015/16",2016-01-01,2016-01-01,TRUE,"WHA",2016-01-01,"13:10:00","14:45:00","Marko","Marko","Elephant seal",4,4,1,0,0,0,0,1,0,0,NA,NA,2,NA,NA,72,5046
"2015/16",2016-01-01,2016-01-01,TRUE,"WHA",2016-01-01,"13:10:00","14:45:00","Media Luna","Media Luna","Elephant seal",178,177,31,2,0,12,42,54,1,1,NA,NA,35,NA,"Dead animal likely pup (torn apart), not tagged",72,5050
"2015/16",2016-01-01,2016-01-01,TRUE,"WHA",2016-01-01,"13:10:00","14:45:00","Modulo North","Modulo","Elephant seal",1,1,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,72,5053
"2015/16",2016-01-01,2016-01-01,TRUE,"AJK",2016-01-01,"15:45:00","16:30:00","Nibaldo","Nibaldo","Elephant seal",2,2,0,0,0,0,0,2,0,0,NA,NA,0,NA,NA,72,5038
"2015/16",2016-01-01,2016-01-01,TRUE,"WMT",2016-01-01,"15:50:00","17:59:00","Paulina-Aranda","Paulina-Aranda","Elephant seal",1,1,0,0,0,0,0,1,0,0,NA,NA,0,NA,"Beach was Playa Paulina to Aranda",72,5035
"2015/16",2016-01-01,2016-01-01,TRUE,"WMT",2016-01-01,"15:50:00","17:59:00","San Telmo, Punta","San Telmo, Punta","Elephant seal",9,9,0,0,0,1,1,7,0,0,NA,NA,0,NA,"3 unk juvies and 1 juvie male along beach on way to Pt. San Telmo",72,5037
"2015/16",2016-01-01,2016-01-01,TRUE,"WHA",2016-01-01,"13:10:00","14:45:00","Yuseff, Punta","Yuseff, Punta","Elephant seal",22,22,1,0,0,2,7,6,1,0,NA,NA,5,NA,NA,72,5048
"2015/16",2016-01-01,2016-01-01,TRUE,"AJK",2016-01-01,"15:45:00","16:30:00","Nibaldo","Nibaldo","Leopard seal",1,1,0,0,1,0,0,0,0,0,NA,NA,0,NA,NA,72,5039
"2015/16",2016-01-01,2016-01-01,TRUE,"WMT",2016-01-01,"15:50:00","17:59:00","Paulina-Aranda","Paulina-Aranda","Leopard seal",2,2,2,0,0,0,0,0,0,0,NA,NA,0,NA,"Beach was Playa Paulina to Aranda",72,5033
"2015/16",2016-01-01,2016-01-01,TRUE,"MRK",2016-01-01,"15:04:00","15:18:00","Alcazar","Alcazar","Weddell seal",4,4,1,0,1,1,0,0,0,0,NA,NA,1,NA,NA,72,5044
"2015/16",2016-01-01,2016-01-01,TRUE,"AJK",2016-01-01,"15:45:00","16:30:00","Ballena Sur","Ballena Sur","Weddell seal",3,3,1,1,0,0,1,0,0,0,NA,NA,0,NA,NA,72,5041
"2015/16",2016-01-01,2016-01-01,TRUE,"WHA",2016-01-01,"16:35:00","17:30:00","Maderas","Maderas","Weddell seal",2,2,0,0,0,1,1,0,0,0,NA,NA,0,NA,NA,72,5056
"2015/16",2016-01-01,2016-01-01,TRUE,"WHA",2016-01-01,"13:10:00","14:45:00","Media Luna","Media Luna","Weddell seal",3,3,0,2,0,0,0,0,1,0,NA,NA,0,NA,NA,72,5051
