occurrenceID	eventID	location	scientificName	vernacularName	scientificNameID	taxonRank	kingdom	basisOfRecord	identificationReferences	lifeStage	sex	individualCount	occurrenceStatus	dateIdentified
71-1-231417-1-2	71-1	Core census locations	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	male	0	absent	2015-12-25
71-1-231417-1-3	71-1	Core census locations	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	indeterminate	0	absent	2015-12-25
71-1-231417-2-1	71-1	Core census locations	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	female	0	absent	2015-12-25
71-1-231417-2-2	71-1	Core census locations	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	male	0	absent	2015-12-25
71-1-231417-2-3	71-1	Core census locations	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	indeterminate	0	absent	2015-12-25
71-1-231417-3-3	71-1	Core census locations	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	pup	indeterminate	0	absent	2015-12-25
71-1-231417-4-3	71-1	Core census locations	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	indeterminate	0	absent	2015-12-25
71-1-195932-1-1	71-1	Core census locations	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	female	5	present	2015-12-25
71-1-195932-1-2	71-1	Core census locations	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	male	2	present	2015-12-25
71-1-195932-1-3	71-1	Core census locations	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	indeterminate	1	present	2015-12-25
71-1-195932-2-1	71-1	Core census locations	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	female	1	present	2015-12-25
71-1-195932-2-2	71-1	Core census locations	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	male	1	present	2015-12-25
71-1-195932-2-3	71-1	Core census locations	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	indeterminate	1	present	2015-12-25
71-1-195932-3-3	71-1	Core census locations	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	pup	indeterminate	0	absent	2015-12-25
71-1-195932-4-3	71-1	Core census locations	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	indeterminate	0	absent	2015-12-25
71-2-344008-1-1	71-2	Punta San Telmo	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	female	0	absent	2015-12-25
71-2-344008-1-2	71-2	Punta San Telmo	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	male	0	absent	2015-12-25
71-2-344008-1-3	71-2	Punta San Telmo	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	indeterminate	0	absent	2015-12-25
71-2-344008-2-1	71-2	Punta San Telmo	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	female	0	absent	2015-12-25
71-2-344008-2-2	71-2	Punta San Telmo	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	male	0	absent	2015-12-25
71-2-344008-2-3	71-2	Punta San Telmo	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	indeterminate	0	absent	2015-12-25
71-2-344008-3-3	71-2	Punta San Telmo	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	pup	indeterminate	0	absent	2015-12-25
71-2-344008-4-3	71-2	Punta San Telmo	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	indeterminate	0	absent	2015-12-25
71-2-231413-1-1	71-2	Punta San Telmo	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	female	0	absent	2015-12-25
71-2-231413-1-2	71-2	Punta San Telmo	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	male	0	absent	2015-12-25
71-2-231413-1-3	71-2	Punta San Telmo	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	indeterminate	0	absent	2015-12-25
71-2-231413-2-1	71-2	Punta San Telmo	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	female	2	present	2015-12-25
71-2-231413-2-2	71-2	Punta San Telmo	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	male	14	present	2015-12-25
71-2-231413-2-3	71-2	Punta San Telmo	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	indeterminate	0	absent	2015-12-25
71-2-231413-3-3	71-2	Punta San Telmo	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	pup	indeterminate	1	present	2015-12-25
71-2-231413-4-3	71-2	Punta San Telmo	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	indeterminate	0	absent	2015-12-25
71-2-231417-1-1	71-2	Punta San Telmo	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	female	0	absent	2015-12-25
71-2-231417-1-2	71-2	Punta San Telmo	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	male	0	absent	2015-12-25
71-2-231417-1-3	71-2	Punta San Telmo	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	indeterminate	0	absent	2015-12-25
71-2-231417-2-1	71-2	Punta San Telmo	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	female	0	absent	2015-12-25
71-2-231417-2-2	71-2	Punta San Telmo	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	male	0	absent	2015-12-25
71-2-231417-2-3	71-2	Punta San Telmo	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	indeterminate	0	absent	2015-12-25
71-2-231417-3-3	71-2	Punta San Telmo	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	pup	indeterminate	0	absent	2015-12-25
71-2-231417-4-3	71-2	Punta San Telmo	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	indeterminate	0	absent	2015-12-25
71-2-195932-1-1	71-2	Punta San Telmo	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	female	3	present	2015-12-25
71-2-195932-1-2	71-2	Punta San Telmo	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	male	2	present	2015-12-25
71-2-195932-1-3	71-2	Punta San Telmo	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	indeterminate	0	absent	2015-12-25
71-2-195932-2-1	71-2	Punta San Telmo	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	female	0	absent	2015-12-25
71-2-195932-2-2	71-2	Punta San Telmo	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	male	0	absent	2015-12-25
71-2-195932-2-3	71-2	Punta San Telmo	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	indeterminate	0	absent	2015-12-25
71-2-195932-3-3	71-2	Punta San Telmo	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	pup	indeterminate	0	absent	2015-12-25
71-2-195932-4-3	71-2	Punta San Telmo	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	indeterminate	0	absent	2015-12-25
72-1-344008-1-1	72-1	Core census locations	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	female	0	absent	2016-01-01
72-1-344008-1-2	72-1	Core census locations	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	male	0	absent	2016-01-01
72-1-344008-1-3	72-1	Core census locations	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	indeterminate	0	absent	2016-01-01
72-1-344008-2-1	72-1	Core census locations	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	female	0	absent	2016-01-01
72-1-344008-2-2	72-1	Core census locations	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	male	3	present	2016-01-01
72-1-344008-2-3	72-1	Core census locations	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	indeterminate	1	present	2016-01-01
72-1-344008-3-3	72-1	Core census locations	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	pup	indeterminate	0	absent	2016-01-01
72-1-344008-4-3	72-1	Core census locations	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	indeterminate	0	absent	2016-01-01
72-1-231413-1-1	72-1	Core census locations	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	female	38	present	2016-01-01
72-1-231413-1-2	72-1	Core census locations	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	male	2	present	2016-01-01
72-1-231413-1-3	72-1	Core census locations	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	indeterminate	0	absent	2016-01-01
72-1-231413-2-1	72-1	Core census locations	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	female	17	present	2016-01-01
72-1-231413-2-2	72-1	Core census locations	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	male	57	present	2016-01-01
72-1-231413-2-3	72-1	Core census locations	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	indeterminate	74	present	2016-01-01
72-1-231413-3-3	72-1	Core census locations	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	pup	indeterminate	2	present	2016-01-01
72-1-231413-4-3	72-1	Core census locations	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	indeterminate	68	present	2016-01-01
72-1-231417-1-1	72-1	Core census locations	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	female	2	present	2016-01-01
72-1-231417-1-2	72-1	Core census locations	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	male	0	absent	2016-01-01
72-1-231417-1-3	72-1	Core census locations	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	indeterminate	1	present	2016-01-01
72-1-231417-2-1	72-1	Core census locations	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	female	0	absent	2016-01-01
72-1-231417-2-2	72-1	Core census locations	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	male	0	absent	2016-01-01
72-1-231417-2-3	72-1	Core census locations	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	indeterminate	0	absent	2016-01-01
72-1-231417-3-3	72-1	Core census locations	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	pup	indeterminate	0	absent	2016-01-01
72-1-231417-4-3	72-1	Core census locations	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	indeterminate	0	absent	2016-01-01
72-1-195932-1-1	72-1	Core census locations	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	female	2	present	2016-01-01
72-1-195932-1-2	72-1	Core census locations	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	male	3	present	2016-01-01
72-1-195932-1-3	72-1	Core census locations	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	indeterminate	1	present	2016-01-01
72-1-195932-2-1	72-1	Core census locations	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	female	2	present	2016-01-01
72-1-195932-2-2	72-1	Core census locations	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	male	3	present	2016-01-01
72-1-195932-2-3	72-1	Core census locations	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	indeterminate	0	absent	2016-01-01
72-1-195932-3-3	72-1	Core census locations	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	pup	indeterminate	1	present	2016-01-01
72-1-195932-4-3	72-1	Core census locations	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	indeterminate	1	present	2016-01-01
72-2-344008-1-1	72-2	Punta San Telmo	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	female	0	absent	2016-01-01
72-2-344008-1-2	72-2	Punta San Telmo	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	male	0	absent	2016-01-01
72-2-344008-1-3	72-2	Punta San Telmo	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	indeterminate	0	absent	2016-01-01
72-2-344008-2-1	72-2	Punta San Telmo	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	female	0	absent	2016-01-01
72-2-344008-2-2	72-2	Punta San Telmo	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	male	0	absent	2016-01-01
72-2-344008-2-3	72-2	Punta San Telmo	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	indeterminate	0	absent	2016-01-01
72-2-344008-3-3	72-2	Punta San Telmo	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	pup	indeterminate	0	absent	2016-01-01
72-2-344008-4-3	72-2	Punta San Telmo	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	indeterminate	0	absent	2016-01-01
72-2-231413-1-1	72-2	Punta San Telmo	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	female	0	absent	2016-01-01
72-2-231413-1-2	72-2	Punta San Telmo	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	male	0	absent	2016-01-01
72-2-231413-1-3	72-2	Punta San Telmo	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	indeterminate	0	absent	2016-01-01
72-2-231413-2-1	72-2	Punta San Telmo	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	female	1	present	2016-01-01
72-2-231413-2-2	72-2	Punta San Telmo	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	male	1	present	2016-01-01
72-2-231413-2-3	72-2	Punta San Telmo	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	indeterminate	7	present	2016-01-01
72-2-231413-3-3	72-2	Punta San Telmo	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	pup	indeterminate	0	absent	2016-01-01
72-2-231413-4-3	72-2	Punta San Telmo	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	indeterminate	0	absent	2016-01-01
72-2-231417-1-1	72-2	Punta San Telmo	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	female	0	absent	2016-01-01
72-2-231417-1-2	72-2	Punta San Telmo	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	male	0	absent	2016-01-01
72-2-231417-1-3	72-2	Punta San Telmo	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	indeterminate	0	absent	2016-01-01
72-2-231417-2-1	72-2	Punta San Telmo	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	female	0	absent	2016-01-01
72-2-231417-2-2	72-2	Punta San Telmo	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	male	0	absent	2016-01-01
72-2-231417-2-3	72-2	Punta San Telmo	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	indeterminate	0	absent	2016-01-01
72-2-231417-3-3	72-2	Punta San Telmo	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	pup	indeterminate	0	absent	2016-01-01
72-2-231417-4-3	72-2	Punta San Telmo	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	indeterminate	0	absent	2016-01-01
72-2-195932-1-1	72-2	Punta San Telmo	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	female	0	absent	2016-01-01
72-2-195932-1-2	72-2	Punta San Telmo	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	male	1	present	2016-01-01
72-2-195932-1-3	72-2	Punta San Telmo	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	indeterminate	2	present	2016-01-01
72-2-195932-2-1	72-2	Punta San Telmo	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	female	1	present	2016-01-01
72-2-195932-2-2	72-2	Punta San Telmo	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	male	0	absent	2016-01-01
72-2-195932-2-3	72-2	Punta San Telmo	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	indeterminate	0	absent	2016-01-01
72-2-195932-3-3	72-2	Punta San Telmo	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	pup	indeterminate	0	absent	2016-01-01
72-2-195932-4-3	72-2	Punta San Telmo	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	indeterminate	0	absent	2016-01-01
73-1-344008-1-1	73-1	Core census locations	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	female	0	absent	2016-01-09
73-1-344008-1-2	73-1	Core census locations	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	male	0	absent	2016-01-09
73-1-344008-1-3	73-1	Core census locations	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	indeterminate	0	absent	2016-01-09
